2712.3545,-1135.1974,-2841.025,107.47739,140.55197,4600.0815,-1595.8768,-1847.391,5690.771,1924.224,706.67426,69.071846,-480.20523,-293.42267,-297.71906,-3542.0469,-5429.659,-5195.3364,-2440.4749,-3703.1233,-3246.5518,2744.9072,-2295.3555,1690.8896,-7700.9224,-6380.6772,-3404.5117,-5963.913,-1852.6342,968.9245,-1920.2878,-2572.3625,-4277.894,-5006.71,-8030.4775,-1868.8748,1341.5823,770.9572,2951.8428,-625.5057,-5813.56,-539.1863,-1074.6986,1090.7349,-3198.7688,1109.9854,-8362.8955,-5057.5986,1645.355,-4555.6636,-2255.2637,-1498.5383,2133.6697,5175.078,-5279.721,-2138.1316,-6409.813,886.26025,-986.8398,-4619.065,-742.8057,159.22357,3883.9531,665.05194,-2443.739,-1153.0599,-1741.7367,-1735.9713,-3409.1777,-2486.7808,-5776.016,793.4267,1537.7903,2143.212,-1296.4907,-2790.2988,1470.3595,-5707.494,-3919.1328,-7147.886,-2538.3708,-3721.275,2858.328,2008.8076,-1362.7949,-5099.4165,-2330.25,-5476.857,-1030.9391,-7256.0645,1708.4486,-5467.235,1492.2732,-4854.3687,-5779.8447,-5617.6074,-1494.2383,1188.4591,324.43158,-2426.9087,-1129.0171,-3893.0164,-2236.9355,-4237.25,1777.6223,2070.1597,-3601.6013,2061.73,-3590.1743,-1543.6942,-289.62695,2160.2974,-3930.9426,-1204.2511,-339.0178,1812.2543,-1007.73047,-5948.1714,4602.1787,-3542.0347,1356.3507,-6372.513,2385.6099,-466.9107,-2724.254,3201.6511,-5709.413,-998.5291,0.0
3426.396,-1453.432,-3635.5828,178.96103,306.44357,5830.955,-2044.4401,-2213.743,7086.1597,2355.9998,838.843,33.85712,-559.4574,-656.34576,-422.72488,-4565.765,-6697.971,-6625.981,-3124.133,-4901.002,-4041.9521,3354.6028,-2874.5508,2176.034,-9560.791,-7995.009,-4375.637,-7724.5474,-2461.6191,1109.2544,-2451.0022,-3197.8625,-5428.4053,-6290.2046,-9957.958,-2358.3042,1556.3691,983.1227,3698.008,-938.56244,-7331.2964,-742.65735,-1382.8938,1168.4071,-4016.0261,1469.2183,-10520.077,-6395.6187,2163.0376,-5642.459,-2780.5596,-2027.2748,2664.0833,6548.352,-6577.4604,-2767.2075,-7977.833,1160.8799,-1016.77716,-5827.777,-877.2304,167.45387,4802.294,794.4303,-3098.7126,-1448.6616,-2213.0684,-2121.853,-4201.5825,-3135.277,-7307.0156,929.17505,2016.9678,2739.7383,-1628.0542,-3645.3171,1919.6448,-7173.502,-4841.0596,-9030.029,-3193.251,-4634.832,3671.4753,2555.324,-1554.6312,-6502.436,-3015.8303,-6800.916,-1333.7881,-9125.928,2170.7275,-6930.801,1930.7795,-6134.8413,-7216.687,-7124.5786,-1851.6833,1536.1328,428.09396,-3050.548,-1335.3391,-4879.2573,-2849.5117,-5356.068,2303.5186,2592.272,-4523.847,2655.4663,-4614.6763,-1916.1283,-328.55637,2777.103,-4955.24,-1595.8838,-412.19458,2367.0732,-1302.1744,-7671.395,5776.884,-4352.578,1552.4255,-8129.26,3041.8423,-527.4547,-3442.1597,4118.902,-7263.379,-1356.3002,2.0
3355.9521,-1303.412,-3631.605,141.45258,244.16048,5786.3228,-2031.5255,-2233.3796,7078.1445,2368.2544,963.77606,153.73387,-584.65576,-524.78986,-344.4148,-4540.268,-6699.339,-6472.2847,-3116.693,-4740.4946,-4108.8745,3437.526,-2823.202,2076.9436,-9562.384,-8052.6626,-4375.005,-7527.101,-2331.59,1190.597,-2364.4138,-3246.9385,-5380.274,-6389.0996,-9958.578,-2371.1968,1711.8859,929.6828,3717.243,-794.79175,-7237.3433,-719.4715,-1342.9636,1347.9724,-4023.0735,1391.9852,-10474.766,-6322.6826,2048.326,-5637.1973,-2753.426,-1930.6526,2629.1125,6495.7095,-6590.0894,-2696.6216,-7925.3525,1233.7648,-1140.6447,-5798.4497,-961.62775,128.51538,4814.4326,822.2732,-3021.175,-1441.0933,-2284.286,-2128.103,-4137.567,-3216.6228,-7267.5737,969.0215,1954.1969,2647.0474,-1526.8243,-3586.042,1803.3112,-7187.96,-4958.536,-8930.431,-3192.8833,-4685.365,3635.3352,2543.071,-1672.0695,-6345.515,-2819.2732,-6786.7686,-1225.8021,-9086.458,2160.316,-6767.3564,1891.1887,-5989.3677,-7212.785,-7121.1074,-1877.2067,1514.6652,433.81564,-3002.7588,-1369.9055,-4786.5854,-2837.9912,-5340.288,2263.2932,2613.696,-4370.521,2551.771,-4517.0986,-1919.2115,-395.6317,2736.5735,-4930.219,-1556.305,-394.80692,2324.9973,-1223.3184,-7488.475,5787.803,-4467.818,1642.1493,-7986.353,3040.051,-640.22815,-3344.331,3989.8276,-7187.931,-1249.6372,1.0
2545.754,-1022.4693,-2688.3418,83.26001,181.08517,4263.4214,-1531.0897,-1716.8507,5238.873,1717.6139,593.736,97.15459,-440.60782,-384.6882,-262.43024,-3367.4739,-4946.354,-4832.563,-2270.8628,-3504.6482,-3057.0044,2615.241,-2114.0137,1578.3108,-7076.9966,-5970.121,-3217.6172,-5530.6406,-1760.4666,838.08075,-1786.7568,-2420.167,-3998.2583,-4744.6733,-7314.0645,-1738.042,1176.1936,706.48956,2674.6648,-561.6507,-5364.969,-491.90942,-1016.381,1059.4109,-2928.9285,1043.257,-7752.3516,-4650.035,1579.0674,-4170.0664,-2093.8545,-1437.0964,1926.354,4787.664,-4856.479,-2005.6724,-5906.088,818.0183,-899.13763,-4314.5234,-733.9742,65.63807,3546.426,555.13715,-2222.11,-1074.9933,-1672.2633,-1553.0948,-3133.9387,-2325.449,-5444.72,689.27747,1415.5503,1985.6721,-1147.7844,-2633.2476,1358.4208,-5379.735,-3637.4426,-6654.6006,-2319.833,-3439.1602,2621.0515,1881.1057,-1287.2904,-4748.781,-2178.6108,-5051.5166,-917.5755,-6794.5,1562.3334,-4999.3477,1398.2058,-4470.6094,-5338.1987,-5248.3296,-1395.3075,1100.3168,277.34064,-2209.073,-1028.0164,-3530.2102,-2078.6821,-3961.3801,1652.2885,1938.1241,-3302.3462,1909.2483,-3369.4067,-1414.5312,-289.96338,2029.9921,-3641.697,-1134.6509,-366.39725,1683.8485,-919.92426,-5516.8594,4243.039,-3247.5286,1171.9749,-5931.4634,2250.8567,-462.13022,-2463.6191,2999.9104,-5323.4185,-910.9742,1.0
2886.9104,-1155.1565,-3081.1362,104.03778,181.50655,4943.773,-1759.0626,-1962.9388,6099.0923,1992.6163,795.3921,64.70521,-502.8942,-393.04974,-287.23352,-3816.834,-5729.2886,-5555.238,-2638.0571,-4031.932,-3475.5923,2957.0728,-2412.6973,1808.2043,-8107.036,-6893.0884,-3689.8772,-6387.0356,-2015.7473,1046.586,-2074.3748,-2772.663,-4577.44,-5477.994,-8496.947,-2059.2925,1468.2529,799.2388,3160.0332,-670.1325,-6236.9443,-587.1238,-1146.1917,1265.9708,-3422.0457,1188.4819,-8989.5205,-5364.294,1739.8569,-4890.956,-2381.1265,-1682.9099,2218.343,5545.721,-5646.6743,-2354.502,-6830.1406,1015.91833,-1050.8951,-4935.6865,-822.7952,124.520836,4156.0957,682.5359,-2629.0142,-1239.419,-1932.6398,-1851.9673,-3639.3074,-2711.0815,-6233.2334,836.2495,1640.2424,2269.5435,-1306.4397,-3056.9065,1560.2559,-6180.3184,-4222.0186,-7632.749,-2728.9531,-3988.941,3080.7869,2150.1543,-1474.7916,-5485.762,-2472.832,-5796.9805,-1110.121,-7795.614,1803.2601,-5776.432,1664.7427,-5147.7915,-6159.586,-6060.9355,-1591.0586,1298.2047,376.66296,-2580.8928,-1220.5668,-4104.07,-2404.2368,-4578.3438,1930.1057,2195.906,-3795.7878,2194.4888,-3837.5083,-1652.3013,-341.8866,2322.2712,-4208.5864,-1286.1532,-348.54132,1941.6008,-1095.1415,-6387.4985,4948.3306,-3812.6067,1451.9846,-6813.7803,2565.9219,-504.01306,-2830.1445,3407.9817,-6132.166,-1061.849,1.0
3212.699,-1365.4951,-3333.8115,174.9643,375.1787,5477.5283,-1932.7018,-2047.5621,6611.2944,2187.4224,732.02496,-1.155269,-475.57013,-572.3472,-446.76486,-4188.651,-6309.366,-6151.2036,-2850.8916,-4592.639,-3743.578,3152.0715,-2647.128,2055.1538,-8766.471,-7445.45,-4035.3047,-7110.8784,-2255.9854,1025.0873,-2307.4363,-2936.3665,-4939.2803,-5806.816,-9251.207,-2219.7898,1457.4729,961.4479,3421.778,-889.0239,-6824.9155,-665.0767,-1354.1122,1137.9136,-3723.1746,1321.8228,-9704.065,-5952.879,1980.9536,-5233.338,-2558.7168,-1945.6095,2485.7703,6126.9033,-6085.013,-2622.809,-7432.4043,1077.7388,-940.28375,-5356.3135,-806.0297,284.6718,4556.491,719.4702,-2883.5925,-1354.04,-2091.6133,-2060.13,-3911.6675,-2871.7341,-6803.141,898.3318,1863.6001,2585.2634,-1493.3379,-3367.0703,1818.1306,-6654.1797,-4484.021,-8311.772,-2920.9717,-4270.655,3427.4714,2376.0798,-1419.9199,-6143.1353,-2867.9802,-6229.24,-1291.4316,-8514.884,1980.5331,-6455.8525,1872.1637,-5715.7817,-6673.117,-6567.133,-1703.0726,1459.4137,422.06763,-2880.1296,-1301.7595,-4492.86,-2539.6504,-4980.5117,2121.6084,2432.9587,-4175.196,2477.1238,-4305.0864,-1854.4623,-313.7284,2598.3245,-4571.161,-1457.9642,-371.58038,2192.4714,-1290.8707,-7083.8364,5376.68,-3999.325,1418.6971,-7497.1353,2755.9788,-451.632,-3125.1729,3826.057,-6694.327,-1277.1831,2.0
3224.6812,-1306.4841,-3483.2856,155.92056,214.70952,5574.161,-1957.7963,-2125.3423,6849.415,2297.224,921.08026,136.62285,-568.27167,-504.3315,-362.74515,-4344.4976,-6502.4556,-6266.796,-3022.5237,-4586.323,-3976.0017,3272.5647,-2655.188,1988.6284,-9232.059,-7684.477,-4185.8584,-7231.523,-2253.3994,1146.534,-2276.049,-3111.8643,-5191.884,-6091.1504,-9603.637,-2282.5227,1653.9292,906.59015,3590.3413,-772.5633,-6993.352,-691.4928,-1336.5629,1284.6268,-3825.5103,1350.0682,-10086.319,-6096.6377,1955.2065,-5427.3857,-2687.709,-1866.2064,2549.508,6256.3003,-6348.8413,-2605.3635,-7644.7397,1187.8853,-1150.8035,-5569.4004,-941.8095,137.82312,4660.584,796.0957,-2949.42,-1392.4244,-2167.7656,-2062.301,-4016.3723,-3102.2126,-7003.27,935.6419,1873.5938,2539.0874,-1489.3796,-3451.6938,1748.755,-6895.882,-4759.8115,-8598.801,-3083.009,-4493.3755,3488.6045,2439.1506,-1569.6388,-6152.253,-2748.5747,-6521.378,-1221.0339,-8729.625,2097.0251,-6581.8604,1803.6714,-5747.613,-6934.498,-6826.122,-1813.9645,1487.5992,424.9443,-2906.8254,-1326.0975,-4653.7134,-2739.1167,-5125.88,2185.847,2531.4148,-4221.07,2451.169,-4353.695,-1878.7384,-364.66425,2631.6995,-4737.1304,-1505.7228,-372.6729,2218.7664,-1177.698,-7185.7124,5566.623,-4317.027,1580.259,-7664.8335,2919.4226,-584.5537,-3240.3708,3825.4539,-6930.2627,-1185.7925,1.0
2827.5178,-1220.6775,-2959.4004,150.27759,115.613266,4793.8667,-1631.2704,-1904.5444,5927.4536,1959.3539,690.5225,59.90256,-478.47302,-370.6665,-351.02606,-3706.5735,-5536.527,-5423.276,-2536.4893,-3889.8347,-3412.7793,2864.1995,-2345.0208,1787.4698,-8059.6,-6574.9497,-3575.4424,-6205.3174,-1979.0016,992.968,-1939.9982,-2633.0732,-4442.993,-5240.566,-8287.85,-1876.1814,1348.6172,833.9358,3002.283,-654.53766,-6072.1353,-483.72513,-1170.3953,1086.928,-3232.9753,1198.4054,-8712.407,-5235.839,1827.0698,-4700.9297,-2324.3254,-1570.4962,2154.975,5405.726,-5385.922,-2226.7422,-6599.287,920.1021,-997.35034,-4869.7603,-815.35406,191.28207,4015.5046,650.79535,-2467.852,-1195.8665,-1708.6945,-1681.0902,-3545.0503,-2562.0327,-6124.608,729.2492,1642.074,2233.4326,-1353.3652,-2896.0278,1631.0132,-5928.868,-4017.1702,-7514.674,-2652.3818,-3825.7163,2960.335,2076.1406,-1421.629,-5331.09,-2421.7917,-5624.031,-1114.8331,-7479.9307,1785.9528,-5668.7817,1562.4115,-5032.733,-5974.4053,-5797.2173,-1496.4468,1274.347,340.54822,-2461.2341,-1118.2018,-4049.9094,-2339.677,-4466.7134,1838.123,2139.8604,-3698.6157,2161.0894,-3770.5493,-1578.3785,-289.60626,2319.6794,-4085.761,-1201.5956,-365.32217,1925.6566,-993.77686,-6222.7266,4783.5547,-3625.6836,1290.5177,-6726.095,2474.943,-398.57608,-2907.0308,3327.128,-5999.854,-1065.6439,2.0
3100.4272,-1366.3661,-3288.3145,108.66681,185.97392,5313.14,-1850.2406,-2113.688,6546.9883,2256.5942,798.62836,66.78777,-562.18634,-460.7916,-402.7744,-4135.8164,-6275.132,-5973.688,-2845.9934,-4358.489,-3731.561,3080.1255,-2628.2224,1902.0212,-8881.531,-7378.6074,-3894.904,-6929.4775,-2166.219,1054.8741,-2186.008,-2980.1028,-4922.411,-5696.6914,-9219.696,-2154.231,1493.5303,887.8804,3404.6543,-762.6892,-6716.846,-696.5775,-1266.0408,1109.1722,-3709.3184,1269.612,-9623.856,-5832.5127,1832.4702,-5246.831,-2509.2144,-1787.8135,2463.0076,6003.013,-6088.2295,-2471.6597,-7370.199,1033.7527,-1043.3448,-5356.3823,-850.9395,210.96844,4414.1924,736.7062,-2782.7253,-1331.7822,-2046.1376,-2023.1316,-3826.5786,-2870.8865,-6625.4775,880.4181,1794.8191,2496.268,-1512.3456,-3282.7385,1735.6027,-6621.846,-4461.6904,-8202.509,-2897.1028,-4326.8345,3310.4954,2324.7134,-1523.2207,-5923.805,-2689.3108,-6256.035,-1223.2189,-8335.555,1991.466,-6395.593,1713.8652,-5591.0503,-6693.4365,-6508.8833,-1752.2714,1356.2716,375.32147,-2768.0076,-1240.4962,-4529.403,-2573.602,-4891.712,2068.7263,2378.5237,-4186.269,2408.2944,-4162.606,-1805.653,-310.63922,2441.7844,-4582.7925,-1460.4994,-385.71127,2113.5713,-1197.1257,-6869.659,5277.1665,-4135.5386,1506.5498,-7373.5728,2731.5945,-551.5875,-3216.2427,3692.1833,-6532.356,-1190.3914,0.0
3376.4229,-1375.8116,-3668.7173,135.95068,188.34818,5808.946,-2060.1282,-2271.3206,7147.075,2407.6265,937.43866,138.49954,-605.57587,-499.99646,-335.185,-4559.2095,-6757.9424,-6529.821,-3160.552,-4770.3325,-4141.1587,3459.2576,-2812.8687,2096.3804,-9654.519,-8085.694,-4352.3076,-7563.5703,-2353.6746,1213.6317,-2365.5312,-3297.3882,-5429.749,-6400.658,-10047.143,-2392.701,1704.72,952.2866,3750.8767,-770.87,-7292.4663,-700.89636,-1379.4734,1381.4907,-4042.7996,1403.0111,-10555.38,-6340.4937,2063.486,-5681.77,-2806.6028,-1951.4203,2654.2883,6519.4233,-6666.7144,-2705.0566,-7977.6597,1197.3865,-1217.4647,-5890.08,-978.3496,108.72535,4821.2705,825.4465,-3057.8948,-1453.5371,-2270.7783,-2135.7844,-4219.594,-3248.4592,-7338.9497,955.6199,1947.9326,2655.4048,-1538.8712,-3582.8955,1823.1511,-7234.8564,-4981.3584,-9010.309,-3203.4092,-4691.595,3633.486,2557.634,-1698.0004,-6403.4595,-2869.999,-6825.3726,-1260.0614,-9152.795,2186.0913,-6835.382,1890.4207,-6018.7964,-7282.328,-7175.3555,-1913.5991,1525.9254,415.6518,-3037.8552,-1361.1454,-4872.0054,-2846.8735,-5372.0225,2276.118,2640.6702,-4464.7915,2562.5117,-4548.5894,-1956.4355,-389.34106,2735.7214,-4957.836,-1560.7025,-418.7842,2300.6138,-1250.3107,-7472.1177,5814.9634,-4513.0713,1651.4774,-8024.2686,3057.3933,-641.9585,-3405.468,4017.4436,-7231.245,-1256.056,1.0
